id,type,parent_id,title,priority,status,sprint,owner,estimate,dependencies,acceptance_ref,source_doc,updated_at
US-10706,Story,E10,作为开发者我可以通过回归测试验证 strict warning code 分级行为。,P1,Done,S13,codex,3,US-10704;US-10705,见 S13 原子任务清单,S13-Atomic-Tasks,2026-03-03T12:30:00Z
US-10707,Story,E10,作为评审者我可以在 PR 评论中看到 artifact 下载指引。,P1,Done,S13,codex,3,US-10701,见 S13 原子任务清单,S13-Atomic-Tasks,2026-03-03T12:30:00Z
US-10708,Story,E10,作为发布管理员我可以在 release notes 记录 strict 与 artifact 追溯字段。,P1,Done,S13,codex,3,US-10705;US-10707,见 S13 原子任务清单,S13-Atomic-Tasks,2026-03-03T12:30:00Z
US-10709,Story,E10,作为团队成员我可以在 README 与 runbook 找到 dry-run 与 strict 分级命令。,P1,Done,S13,codex,3,US-10707;US-10708,见 S13 原子任务清单,S13-Atomic-Tasks,2026-03-03T12:30:00Z
US-10710,Story,E10,作为发布负责人我可以完成 S13 收口并追加 REL-050 发布记录。,P1,Done,S13,codex,5,US-10706;US-10708;US-10709,见 S13 原子任务清单,S13-Atomic-Tasks,2026-03-03T12:30:00Z
US-10801,Story,E10,作为发布负责人我可以建立 S14 治理强化五期任务矩阵并明确执行顺序。,P1,Done,S14,codex,2,US-10710,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10802,Story,E10,作为维护者我可以获得 strict warning code 配置校验与非法 code 提示。,P1,Done,S14,codex,3,US-10801,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10803,Story,E10,作为开发者我可以通过脚本测试验证 strict warning code 规范化与非法 code 提示行为。,P1,Done,S14,codex,2,US-10802,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10804,Story,E10,作为值班人员我可以让治理修复模板 dry-run 输出 JSON 计划用于自动化消费。,P1,Done,S14,codex,3,US-10801,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10805,Story,E10,作为开发者我可以通过测试验证 dry-run JSON 输出结构与不落盘约束。,P1,Done,S14,codex,2,US-10804,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10806,Story,E10,作为发布管理员我可以在 release notes 自动携带 tracking warnings 与 strict 明细字段。,P1,Done,S14,codex,3,US-10802;US-10804,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10807,Story,E10,作为评审者我可以在 PR 评论中看到失败后首查路径与本地复现命令。,P1,Done,S14,codex,2,US-10801,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10808,Story,E10,作为团队成员我可以在 README 与 runbook 查到 strict code 校验与 dry-run JSON 命令。,P1,Done,S14,codex,3,US-10806;US-10807,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10809,Story,E10,作为项目成员我可以在实施报告与 Sprint 日志追溯 S14 新增治理能力。,P1,Done,S14,codex,3,US-10808,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10810,Story,E10,作为发布负责人我可以完成 S14 收口并追加 REL-051 发布记录。,P1,Done,S14,codex,5,US-10803;US-10805;US-10808;US-10809,见 S14 原子任务清单,S14-Atomic-Tasks,2026-03-03T14:05:00Z
US-10901,Story,E10,作为发布负责人我可以建立 S15 治理强化六期任务矩阵并明确执行顺序。,P1,Done,S15,codex,2,US-10810,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10902,Story,E10,作为维护者我可以使用 strict warning code 快速校验子命令检查配置有效性。,P1,Done,S15,codex,3,US-10901,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10903,Story,E10,作为开发者我可以通过脚本测试覆盖 strict code 快速校验的通过/失败/容错场景。,P1,Done,S15,codex,2,US-10902,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10904,Story,E10,作为值班人员我可以在 release checklist 严格模式前执行 strict code 快速校验并输出步骤结果。,P1,Done,S15,codex,3,US-10902,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10905,Story,E10,作为本地门禁使用者我可以控制 strict code 快速校验开关并在 manifest 记录该配置。,P1,Done,S15,codex,2,US-10904,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10906,Story,E10,作为值班人员我可以将 fix-template dry-run JSON 输出写入指定文件以便后续自动化消费。,P1,Done,S15,codex,3,US-10901,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10907,Story,E10,作为开发者我可以通过脚本测试验证 dry-run JSON `--out` 输出与参数约束行为。,P1,Done,S15,codex,2,US-10906,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10908,Story,E10,作为评审者我可以在 PR 评论中看到 tracking artifact 缺失时的专项排障提示。,P1,Done,S15,codex,2,US-10904,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10909,Story,E10,作为团队成员我可以在 README 与 runbook 查到 strict 快速校验及 JSON `--out` 命令说明。,P1,Done,S15,codex,3,US-10905;US-10908,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-10910,Story,E10,作为发布负责人我可以完成 S15 收口并追加 REL-052 发布记录。,P1,Done,S15,codex,5,US-10903;US-10907;US-10909,见 S15 原子任务清单,S15-Atomic-Tasks,2026-03-03T15:20:00Z
US-11001,Story,E10,作为发布负责人我可以建立 S16 治理强化七期任务矩阵并明确执行顺序。,P1,Done,S16,codex,2,US-10910,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11002,Story,E10,作为维护者我可以在 strict code 快速校验中启用 require_non_empty 约束避免空配置误用。,P1,Done,S16,codex,3,US-11001,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11003,Story,E10,作为开发者我可以通过脚本测试覆盖 require_non_empty 的失败场景。,P1,Done,S16,codex,2,US-11002,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11004,Story,E10,作为值班人员我可以在 checklist/local gate 透传 strict code require_non_empty 开关并在摘要中追溯。,P1,Done,S16,codex,3,US-11002,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11005,Story,E10,作为开发者我可以在脚本测试中验证 strict code require_non_empty 标记写入 summary。,P1,Done,S16,codex,2,US-11004,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11006,Story,E10,作为值班人员我可以在 fix-template dry-run JSON 中读取 recommended_actions 以驱动自动化补齐流程。,P1,Done,S16,codex,3,US-11001,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11007,Story,E10,作为开发者我可以通过测试验证 dry-run JSON 包含 recommended_actions。,P1,Done,S16,codex,2,US-11006,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11008,Story,E10,作为评审者我可以在 quality-gate summary 与 PR 评论中查看 strict code 预检结果与缺失产物排障提示。,P1,Done,S16,codex,3,US-11004,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11009,Story,E10,作为团队成员我可以在 README 与 runbook 查到 strict code require_non_empty 与 JSON out/recommended_actions 命令说明。,P1,Done,S16,codex,3,US-11006;US-11008,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11010,Story,E10,作为发布负责人我可以完成 S16 收口并追加 REL-053 发布记录。,P1,Done,S16,codex,5,US-11003;US-11005;US-11007;US-11009,见 S16 原子任务清单,S16-Atomic-Tasks,2026-03-03T16:30:00Z
US-11011,Story,E10,作为发布负责人我可以建立 S17 治理强化八期任务矩阵并明确执行顺序。,P1,Done,S17,codex,2,US-11010,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11012,Story,E10,作为维护者我可以通过 supported_codes 模式动态发现 strict warning code 支持列表。,P1,Done,S17,codex,3,US-11011,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11013,Story,E10,作为开发者我可以通过脚本测试验证 supported_codes 文本/JSON 输出行为。,P1,Done,S17,codex,2,US-11012,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11014,Story,E10,作为值班人员我可以在 strict-codes summary 中查看 mode 与 duration_ms 字段以便排障。,P1,Done,S17,codex,3,US-11012,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11015,Story,E10,作为自动化维护者我可以在 fix-template dry-run JSON 中稳定读取 recommended_actions 字段。,P1,Done,S17,codex,2,US-11014,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11016,Story,E10,作为开发者我可以通过回归测试验证 fix-template recommended_actions 输出稳定。,P1,Done,S17,codex,3,US-11015,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11017,Story,E10,作为评审者我可以在 quality-gate 中获得 strict-codes 预检步骤与 summary artifact。,P1,Done,S17,codex,3,US-11014,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11018,Story,E10,作为值班人员我可以在 quality-gate 汇总与 PR 评论中查看 strict-codes 预检明细并支持异常精简展示。,P1,Done,S17,codex,3,US-11017,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11019,Story,E10,作为团队成员我可以在 README 与 runbook 查到 supported_codes 与异常评论模式配置。,P1,Done,S17,codex,3,US-11016;US-11018,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11020,Story,E10,作为发布负责人我可以完成 S17 收口并追加 REL-054 发布记录。,P1,Done,S17,codex,5,US-11013;US-11016;US-11018;US-11019,见 S17 原子任务清单,S17-Atomic-Tasks,2026-03-03T17:40:00Z
US-11021,Story,E10,作为发布负责人我可以建立 S18 治理强化九期任务矩阵并明确执行顺序。,P1,Done,S18,codex,2,US-11020,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11022,Story,E10,作为维护者我可以通过 summary_to_stderr 控制 strict-codes summary 日志输出通道。,P1,Done,S18,codex,3,US-11021,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11023,Story,E10,作为值班人员我可以通过 quiet 模式静默 strict-codes 非必要日志并正确使用环境变量透传。,P1,Done,S18,codex,3,US-11022,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11024,Story,E10,作为开发者我可以通过测试验证 strict-codes 输出控制与环境变量优先级行为。,P1,Done,S18,codex,3,US-11023,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11025,Story,E10,作为评审者我可以在 quality-gate summary 中查看 strict-codes mode 字段。,P1,Done,S18,codex,3,US-11022,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11026,Story,E10,作为值班人员我可以在 Step Summary 与 PR 评论中查看 strict-codes mode 语义。,P1,Done,S18,codex,2,US-11025,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11027,Story,E10,作为评审者我可以通过 max_abnormal_steps 限制 PR 评论异常步骤数量并获得截断提示。,P1,Done,S18,codex,3,US-11026,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11028,Story,E10,作为团队成员我可以在 README 与 runbook 查到 strict-codes 输出控制与 PR 评论限幅配置。,P1,Done,S18,codex,3,US-11023;US-11027,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11029,Story,E10,作为项目成员我可以在实施报告与 Sprint 日志追溯 S18 治理能力增强。,P1,Done,S18,codex,3,US-11028,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11030,Story,E10,作为发布负责人我可以完成 S18 收口并追加 REL-055 发布记录。,P1,Done,S18,codex,5,US-11024;US-11027;US-11029,见 S18 原子任务清单,S18-Atomic-Tasks,2026-03-03T18:40:00Z
US-11031,Story,E10,作为发布负责人我可以建立 S19 治理强化十期任务矩阵并明确执行顺序。,P1,Done,S19,codex,2,US-11030,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11032,Story,E10,作为维护者我可以通过 output_mode 统一 strict-codes 的文本/JSON/静默输出策略。,P1,Done,S19,codex,3,US-11031,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11033,Story,E10,作为开发者我可以通过回归测试验证 strict-codes output_mode 各场景行为稳定。,P1,Done,S19,codex,3,US-11032,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11034,Story,E10,作为维护者我可以使用 Node 原生测试验证 strict-codes 输出与失败语义。,P1,Done,S19,codex,3,US-11032,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11035,Story,E10,作为发布管理员我可以在 release 脚本测试链路中自动执行 strict-codes Node 单测。,P1,Done,S19,codex,2,US-11034,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11036,Story,E10,作为评审者我可以在 PR 评论异常模式下按优先级查看异常步骤。,P1,Done,S19,codex,3,US-11031,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11037,Story,E10,作为值班人员我可以在异常步骤排序后再应用限幅并看到截断提示。,P1,Done,S19,codex,3,US-11036,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11038,Story,E10,作为团队成员我可以在 README 与 runbook 查到 output_mode 与异常排序规则。,P1,Done,S19,codex,3,US-11032;US-11037,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11039,Story,E10,作为项目成员我可以在实施报告与 Sprint 日志追溯 S19 能力增强。,P1,Done,S19,codex,3,US-11038,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11040,Story,E10,作为发布负责人我可以完成 S19 收口并追加 REL-056 发布记录。,P1,Done,S19,codex,5,US-11033;US-11035;US-11037;US-11039,见 S19 原子任务清单,S19-Atomic-Tasks,2026-03-03T19:40:00Z
US-11041,Story,E10,作为发布负责人我可以建立 S20 治理强化十一期任务矩阵并明确执行顺序。,P1,Done,S20,codex,2,US-11040,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11042,Story,E10,作为维护者我可以在 strict-codes 机读输出中获得 schema_version 以支持兼容演进。,P1,Done,S20,codex,3,US-11041,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11043,Story,E10,作为开发者我可以通过 shell 回归验证 strict-codes schema_version 字段稳定输出。,P1,Done,S20,codex,2,US-11042,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11044,Story,E10,作为维护者我可以通过 Node 单测验证 strict-codes schema_version 与输出语义。,P1,Done,S20,codex,2,US-11042,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11045,Story,E10,作为发布管理员我可以通过摘要模式执行 Node 单测降低 release 脚本日志噪音。,P1,Done,S20,codex,3,US-11044,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11046,Story,E10,作为团队成员我可以在 test:release-scripts 中默认获得 Node 单测摘要结果。,P1,Done,S20,codex,2,US-11045,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11047,Story,E10,作为评审者我可以通过变量化配置调整 PR 评论异常步骤优先级排序。,P1,Done,S20,codex,3,US-11041,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11048,Story,E10,作为团队成员我可以在 README 与 runbook 查到 schema_version 与异常优先级配置说明。,P1,Done,S20,codex,3,US-11042;US-11047,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11049,Story,E10,作为项目成员我可以在实施报告与 Sprint 日志追溯 S20 治理能力增强。,P1,Done,S20,codex,3,US-11048,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11050,Story,E10,作为发布负责人我可以完成 S20 收口并追加 REL-057 发布记录。,P1,Done,S20,codex,5,US-11043;US-11046;US-11047;US-11049,见 S20 原子任务清单,S20-Atomic-Tasks,2026-03-03T20:35:00Z
US-11051,Story,E10,作为发布负责人我可以建立 S21 治理强化十二期任务矩阵并明确执行顺序。,P1,Done,S21,codex,2,US-11050,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11052,Story,E10,作为维护者我可以在 strict-codes 机读输出中获得 schema_url 以定位字段契约文档。,P1,Done,S21,codex,3,US-11051,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11053,Story,E10,作为集成方我可以使用 strict-codes summary JSON schema 文件校验输出结构。,P1,Done,S21,codex,2,US-11052,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11054,Story,E10,作为开发者我可以通过 shell 回归验证 strict-codes schema_url 字段稳定输出。,P1,Done,S21,codex,2,US-11052,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11055,Story,E10,作为维护者我可以通过 Node 单测验证 strict-codes schema_url 与输出语义。,P1,Done,S21,codex,2,US-11052,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11056,Story,E10,作为发布管理员我可以在 Node 单测摘要执行脚本中获得多文件聚合统计。,P1,Done,S21,codex,3,US-11055,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11057,Story,E10,作为值班人员我可以通过摘要脚本在失败场景自动回放完整日志并支持 verbose 透传。,P1,Done,S21,codex,2,US-11056,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11058,Story,E10,作为评审者我可以为 PR 评论异常优先级设置 contains 或 exact 匹配模式。,P1,Done,S21,codex,3,US-11051,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11059,Story,E10,作为团队成员我可以在 README 与 runbook 查到 schema_url 和匹配模式配置说明。,P1,Done,S21,codex,3,US-11053;US-11058,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11060,Story,E10,作为发布负责人我可以完成 S21 收口并追加 REL-058 发布记录。,P1,Done,S21,codex,5,US-11054;US-11057;US-11058;US-11059,见 S21 原子任务清单,S21-Atomic-Tasks,2026-03-03T21:35:00Z
US-11061,Story,E10,作为发布负责人我可以建立 S22 治理强化十三期任务矩阵并明确执行顺序。,P1,Done,S22,codex,2,US-11060,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11062,Story,E10,作为维护者我可以将 quality-gate PR 评论生成逻辑抽离为独立脚本以便复用与测试。,P1,Done,S22,codex,3,US-11061,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11063,Story,E10,作为 CI 维护者我可以让 workflow 通过模块调用生成 PR 评论并保持 upsert 行为稳定。,P1,Done,S22,codex,2,US-11062,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11064,Story,E10,作为值班人员我可以在异常模式查看标准 token 参考与示例映射。,P1,Done,S22,codex,2,US-11062,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11065,Story,E10,作为评审者我可以在 exact 匹配模式看到 token 命中统计与配置提示。,P1,Done,S22,codex,2,US-11064,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11066,Story,E10,作为维护者我可以通过 Node 单测验证 PR 评论生成脚本的排序与 fallback 语义。,P1,Done,S22,codex,3,US-11065,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11067,Story,E10,作为集成方我可以让 strict-codes 的 supported_codes JSON 输出与 schema 契约一致。,P1,Done,S22,codex,3,US-11061,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11068,Story,E10,作为开发者我可以通过契约测试验证 strict-codes JSON 输出与 schema 一致。,P1,Done,S22,codex,3,US-11067,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11069,Story,E10,作为团队成员我可以在 README 与 runbook 查到 token 参考与 exact 命中提示语义。,P1,Done,S22,codex,2,US-11065;US-11068,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11070,Story,E10,作为发布负责人我可以完成 S22 收口并追加 REL-059 发布记录。,P1,Done,S22,codex,5,US-11063;US-11066;US-11068;US-11069,见 S22 原子任务清单,S22-Atomic-Tasks,2026-03-03T22:35:00Z
US-11071,Story,E10,作为发布负责人我可以建立 S23 治理强化十四期任务矩阵并明确执行顺序。,P1,Done,S23,codex,2,US-11070,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11072,Story,E10,作为值班人员我可以通过 CLI 本地预览 quality-gate PR 评论正文。,P1,Done,S23,codex,3,US-11071,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11073,Story,E10,作为维护者我可以将 PR 评论预览结果输出到文件用于评审留档。,P1,Done,S23,codex,2,US-11072,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11074,Story,E10,作为开发者我可以通过 Node 单测验证 PR 评论预览 CLI 正常/异常场景。,P1,Done,S23,codex,2,US-11073,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11075,Story,E10,作为维护者我可以通过契约负向测试验证 strict-codes schema 对缺失字段的约束。,P1,Done,S23,codex,2,US-11068,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11076,Story,E10,作为维护者我可以通过契约负向测试验证 strict-codes schema 对字段类型错配的约束。,P1,Done,S23,codex,2,US-11075,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11077,Story,E10,作为发布管理员我可以在 release 脚本测试链路中默认执行 PR 评论预览与契约负向测试。,P1,Done,S23,codex,3,US-11074;US-11076,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11078,Story,E10,作为评审者我可以在 runbook 获取 exact 模式推荐 token 配置模板。,P1,Done,S23,codex,2,US-11065,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11079,Story,E10,作为团队成员我可以在 README 与实施报告追溯 PR 评论预览与契约负向回归能力。,P1,Done,S23,codex,2,US-11077;US-11078,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11080,Story,E10,作为发布负责人我可以完成 S23 收口并追加 REL-060 发布记录。,P1,Done,S23,codex,5,US-11074;US-11077;US-11079,见 S23 原子任务清单,S23-Atomic-Tasks,2026-03-03T23:35:00Z
US-11081,Story,E10,作为发布负责人我可以建立 S24 治理强化十五期任务矩阵并明确执行顺序。,P1,Done,S24,codex,2,US-11080,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11082,Story,E10,作为值班人员我可以通过 `--env_file` 在本地模拟 PR 评论变量并预览输出。,P1,Done,S24,codex,3,US-11081,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11083,Story,E10,作为维护者我可以获得 env-file 解析与变量覆盖优先级以减少评论模式配置偏差。,P1,Done,S24,codex,2,US-11082,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11084,Story,E10,作为开发者我可以通过 Node 单测覆盖 PR 评论预览 env-file 正常与异常路径。,P1,Done,S24,codex,2,US-11083,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11085,Story,E10,作为维护者我可以将 strict-codes schema 契约测试迁移到 Ajv 标准校验器。,P1,Done,S24,codex,3,US-11068,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11086,Story,E10,作为维护者我可以通过 Ajv 报错片段断言保持 strict-codes 契约负向测试稳定。,P1,Done,S24,codex,2,US-11085,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11087,Story,E10,作为发布管理员我可以在 release 脚本测试链路验证 env-file 与 Ajv 契约改造无回归。,P1,Done,S24,codex,3,US-11084;US-11086,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11088,Story,E10,作为值班人员我可以在 runbook 使用 contains/exact 排障清单快速定位优先级匹配问题。,P1,Done,S24,codex,2,US-11083,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11089,Story,E10,作为团队成员我可以在 README 与实施报告追溯 env-file 与 Ajv 契约升级能力。,P1,Done,S24,codex,2,US-11087;US-11088,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11090,Story,E10,作为发布负责人我可以完成 S24 收口并追加 REL-061 发布记录。,P1,Done,S24,codex,4,US-11087;US-11089,见 S24 原子任务清单,S24-Atomic-Tasks,2026-03-04T09:35:00Z
US-11091,Story,E10,作为发布负责人我可以建立 S25 治理强化十六期任务矩阵并明确执行顺序。,P1,Done,S25,codex,2,US-11090,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11092,Story,E10,作为值班人员我可以在 PR 评论预览 env-file 中使用转义字符与尾随注释模拟复杂配置。,P1,Done,S25,codex,3,US-11091,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11093,Story,E10,作为维护者我可以在 quoted env 值尾随非法内容时得到明确失败提示并定位行号。,P1,Done,S25,codex,2,US-11092,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11094,Story,E10,作为开发者我可以通过 Node 单测覆盖 env-file 转义/注释与 quoted 尾随非法内容场景。,P1,Done,S25,codex,2,US-11093,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11095,Story,E10,作为集成方我可以通过 strict-codes schema 阻断未声明字段输入并保持契约稳定。,P1,Done,S25,codex,3,US-11086,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11096,Story,E10,作为维护者我可以通过 unknown 字段负向测试验证 strict-codes schema 的额外字段约束。,P1,Done,S25,codex,2,US-11095,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11097,Story,E10,作为发布管理员我可以在 release 脚本测试与 strict checklist 验证本轮治理增强无回归。,P1,Done,S25,codex,3,US-11094;US-11096,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11098,Story,E10,作为值班人员我可以在 runbook 查看 exact 命中示例并使用一键排障命令模板。,P1,Done,S25,codex,2,US-11092,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11099,Story,E10,作为团队成员我可以在 README 与实施报告追溯 env-file 解析增强与 schema unknown 约束能力。,P1,Done,S25,codex,2,US-11097;US-11098,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11100,Story,E10,作为发布负责人我可以完成 S25 收口并追加 REL-062 发布记录。,P1,Done,S25,codex,4,US-11097;US-11099,见 S25 原子任务清单,S25-Atomic-Tasks,2026-03-05T10:35:00Z
US-11111,Story,E10,作为发布负责人我可以建立 S26 治理强化十七期任务矩阵并明确执行顺序。,P1,Done,S26,codex,2,US-11100,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
