timestamp,id,from_status,to_status,owner,reason,source
2026-03-05T12:35:00Z,US-11127,Ready,Done,codex,status updated via backlog sync,manual
2026-03-05T12:35:00Z,US-11128,Ready,Done,codex,status updated via backlog sync,manual
2026-03-05T12:35:00Z,US-11129,Ready,Done,codex,status updated via backlog sync,manual
2026-03-05T12:35:00Z,US-11130,Ready,Done,codex,status updated via backlog sync,manual
2026-03-05T12:45:00Z,S27-CLOSE,In Progress,Done,codex,完成S27治理强化十八期十项收口并同步台账,manual
2026-03-05T13:05:00Z,S27-REL064,In Progress,Done,codex,完成REL-064追加并复核tracking治理日期一致性,manual
2026-03-07T02:20:00Z,E01,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E02,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E03,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E04,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E05,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E06,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E07,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E08,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E09,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E10,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-07T02:20:00Z,E11,Ready,Done,codex,epic status roll-up after all child stories completed,manual
2026-03-08T03:20:00Z,US-11131,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11132,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11133,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11134,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11135,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11136,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11137,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11138,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11139,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:20:00Z,US-11140,Ready,Done,codex,status updated via S28 tracking sync,manual
2026-03-08T03:30:00Z,S28-CLOSE,In Progress,Done,codex,完成S28发布就绪一期十项收口并同步台账,manual
2026-03-08T04:20:00Z,S28-REL065,In Progress,Done,codex,完成REL-065追加并基于严格门禁结果复核RC验收包一致性,manual
2026-03-08T05:29:00Z,S29-SPLIT,NA,Ready,codex,完成S29范围冻结与Story拆分并写入tracking文档,manual
2026-03-08T05:30:00Z,US-11141,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:30:01Z,US-11142,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:30:02Z,US-11143,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:30:03Z,US-11144,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:30:04Z,US-11145,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:30:05Z,US-11146,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:30:06Z,US-11147,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:30:07Z,US-11148,NA,Ready,codex,status planned via S29 scope freeze,manual
2026-03-08T05:31:00Z,E10,Done,Ready,codex,epic status roll-up reopened after adding S29 stories,manual
2026-03-08T06:40:00Z,US-11141,Ready,Done,codex,完成S29范围冻结与验收矩阵落地,manual
2026-03-08T06:40:01Z,US-11143,Ready,Done,codex,完成前端/admin 路由保护并补齐回归测试,manual
2026-03-08T06:40:02Z,US-11144,Ready,Done,codex,完成system RBAC 默认收紧与显式关闭回归,manual
2026-03-08T07:50:00Z,US-11142,Ready,Done,codex,完成Postgres smoke、完整release checklist与RC签署回写,manual
2026-03-08T07:51:00Z,S29-REL066,In Progress,Done,codex,完成REL-066追加并记录Postgres smoke与RC验收闭环结果,manual
2026-03-09T00:20:00Z,US-11145,Ready,Done,codex,完成auth/account repository抽象、Postgres持久化、迁移脚本与跨重启回归,manual
2026-03-09T09:35:00Z,US-11146,Ready,Done,codex,完成onboarding/plan/progress Postgres持久化、迁移脚本、Postgres smoke与跨重启回归,manual
2026-03-10T13:10:00Z,US-11147,Ready,Done,codex,完成restart recovery集成测试与Postgres-backed learner主链路浏览器回归 smoke,manual
2026-03-10T22:50:00Z,US-11148,Ready,Done,codex,完成REL-067、runbook与tracking台账最终同步，S29正式收口,manual
2026-03-10T22:50:01Z,E10,Ready,Done,codex,epic status roll-up after S29 final closure,manual
2026-03-10T22:50:02Z,S29-CLOSE,In Progress,Done,codex,完成S29全量收口并同步发布记录、风险与运行手册,manual
2026-03-10T22:50:03Z,S29-REL067,In Progress,Done,codex,完成REL-067追加并记录S29最终门禁与restart recovery验证结果,manual
2026-03-10T23:09:00Z,S30-SPLIT,NA,Ready,codex,完成S30范围冻结与Story拆分并写入tracking文档,manual
2026-03-10T23:10:00Z,US-11149,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:01Z,US-11150,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:02Z,US-11151,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:03Z,US-11152,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:04Z,US-11153,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:05Z,US-11154,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:06Z,US-11155,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:07Z,US-11156,NA,Ready,codex,status planned via S30 scope freeze,manual
2026-03-10T23:10:08Z,E10,Done,Ready,codex,epic status roll-up reopened after adding S30 stories,manual
2026-03-11T09:00:00Z,US-11150,Ready,Done,codex,完成practice/retry queue Postgres持久化、迁移脚本、统一 smoke 与跨重启回归,manual
2026-03-11T10:00:00Z,US-11151,Ready,Done,codex,完成speaking session Postgres持久化、WS/HTTP flush、统一 smoke 与跨重启恢复回归,manual
2026-03-11T23:50:00Z,US-11152,Ready,Done,codex,完成writing state Postgres持久化、迁移脚本、统一 smoke 与跨重启回归,manual
2026-03-11T23:58:00Z,US-11153,Ready,Done,codex,完成mock exam/report Postgres持久化、学习计划写回恢复、迁移脚本与统一 smoke,manual
2026-03-12T00:05:00Z,US-11154,Ready,Done,codex,完成content recovery Postgres 集成测试与 practice-writing-mock 浏览器 smoke 组合入口,manual
2026-03-12T00:10:00Z,US-11149,Ready,Done,codex,完成S30范围冻结与执行矩阵台账固化,manual
2026-03-12T00:10:01Z,US-11155,Ready,Done,codex,完成多仓储运行手册、RC清单与 smoke 使用说明扩展,manual
2026-03-12T00:29:58Z,US-11156,Ready,Done,codex,完成REL-068、runbook与tracking台账最终同步，S30正式收口,manual
2026-03-12T00:29:59Z,E10,Ready,Done,codex,epic status roll-up after S30 final closure,manual
2026-03-12T00:30:00Z,S30-CLOSE,In Progress,Done,codex,完成S30全量收口并同步发布记录、风险与运行手册,manual
2026-03-12T00:30:01Z,S30-REL068,In Progress,Done,codex,完成REL-068追加并记录S30最终门禁与多仓储Postgres验证结果,manual
2026-03-12T00:44:59Z,S31-SPLIT,NA,Ready,codex,完成S31范围冻结与Story拆分并写入tracking文档,manual
2026-03-12T00:45:00Z,US-11157,NA,Ready,codex,status planned via S31 scope freeze,manual
2026-03-12T00:45:01Z,US-11158,NA,Ready,codex,status planned via S31 scope freeze,manual
2026-03-12T00:45:02Z,US-11159,NA,Ready,codex,status planned via S31 scope freeze,manual
2026-03-12T00:45:03Z,US-11160,NA,Ready,codex,status planned via S31 scope freeze,manual
2026-03-12T00:45:04Z,E10,Done,Ready,codex,epic status roll-up reopened after adding S31 stories,manual
2026-03-12T01:05:00Z,US-11157,Ready,Done,codex,完成S31范围冻结与验收矩阵台账落盘,manual
2026-03-12T01:05:01Z,US-11158,Ready,Done,codex,完成Postgres smoke daemon 预检、外部连接串 FAQ 收敛与脚本回归测试,manual
2026-03-12T01:18:00Z,US-11159,Ready,Done,codex,完成rc-package-from-gate目录生成、release row本地日期修正、脚本回归与真实RC包 smoke,manual
2026-03-12T01:23:00Z,US-11160,Ready,Done,codex,完成REL-069、runbook/risk/metrics/retro 同步与最终 release checklist 收口,manual
2026-03-12T01:23:01Z,E10,Ready,Done,codex,epic status roll-up after S31 final closure,manual
2026-03-12T01:23:02Z,S31-CLOSE,In Progress,Done,codex,完成S31全量收口并同步发布记录、风险与运行手册,manual
2026-03-12T01:23:03Z,S31-REL069,In Progress,Done,codex,完成REL-069追加并记录S31最终门禁与RC交付包自动化结果,manual
2026-03-13T01:30:00Z,GA-RUNTIME-FREEZE,In Progress,Done,codex,补齐PAYMENT/LLM runtime config、backup evidence manifest、runbook与风险台账同步,manual
2026-03-13T01:30:01Z,REL-070,In Progress,Done,codex,完成最终release:checklist并追加REL-070记录（strict+Postgres smoke+frontend-full-e2e+client artifact/publish+script tests）,manual
2026-03-14T07:30:05Z,GA-FREEZE-SYNC,In Progress,Done,codex,同步 Stripe+Alipay/OpenAI/manual_review 与用户数据导出到代码/文档/风险台账并通过专项回归,manual
2026-03-14T07:30:06Z,REL-071,In Progress,Done,codex,完成最终release:checklist并追加REL-071记录（strict+Postgres smoke+frontend-full-e2e+client artifact/publish+script tests）,manual
2026-03-14T07:41:57Z,GA-COMPLIANCE-DRAFTS,In Progress,Done,codex,补齐 provider/secret 联签清单、删除例外与时效草案、未成年人提示草案、版权台账模板与合规签署模板,manual
2026-03-14T07:42:30Z,GA-COMPLIANCE-PACKET,In Progress,Done,codex,新增合规联签包入口并修正法务草案中“已联签”误写，统一会前材料与会后回写路径,manual
2026-03-14T07:43:00Z,GA-COMPLIANCE-SIGNOFF-INSTANCE,In Progress,Done,codex,生成 REL-071 对应的合规联签实例草稿并挂入 tracking signoffs 目录,manual
2026-03-14T07:44:00Z,GA-RELEASE-BLOCKERS-SHORTLIST,In Progress,Done,codex,新增正式可发布最短阻断清单，明确 review-ready、controlled-release candidate 与 formal GA-ready 边界,manual
2026-03-20T04:00:00Z,GA-LAUNCH-FAST-TRACK,NA,Ready,codex,新增上线快车道计划与执行台账，按 2026-03-20 启动 7 个工作日受控上线冲刺窗口,manual
